dataset,sequence_id,start_time_sec,end_time_sec,duration_sec,script,script_id,script_sequence_id,actions_json,action_count,review_level,reviewed
aea,loc1_script5_seq6_rec1,3977.572938037,4007.522936912,29.949998875000347,Get and fold the laundry,5,6,"[{""label"":""Doing Laundry"",""segments"":[{""end"":""00:27"",""start"":""00:00""}]}]",1,3,False
aea,loc1_script5_seq6_rec1,4007.572935112,4019.322935287,11.750000174999968,Get and fold the laundry,5,6,"[{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:12"",""start"":""00:00""}]}]",1,3,False
aea,loc2_script1_seq1_rec1,193.3923483,223.342349925,29.950001625,Health activity,1,1,"[{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:05"",""start"":""00:00""}]},{""label"":""Stretching / Yoga"",""segments"":[{""end"":""00:30"",""start"":""00:17""}]}]",2,3,False
aea,loc2_script1_seq1_rec1,223.392347975,253.3423481,29.950000125000003,Health activity,1,1,"[{""label"":""Workout / Cardio / Bodyweight Exercises"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc2_script1_seq1_rec1,253.392348475,283.34234335,29.949994875000016,Health activity,1,1,"[{""label"":""Stretching / Yoga"",""segments"":[{""end"":""00:11"",""start"":""00:00""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:22"",""start"":""00:18""}]},{""label"":""Walking"",""segments"":[{""end"":""00:29"",""start"":""00:23""}]}]",3,3,False
aea,loc2_script1_seq1_rec1,283.39234455,313.34234885,29.95000429999999,Health activity,1,1,"[{""label"":""Walking"",""segments"":[{""end"":""00:08"",""start"":""00:00""}]},{""label"":""Using TV"",""segments"":[{""end"":""00:30"",""start"":""00:08""}]}]",2,3,False
aea,loc2_script1_seq1_rec1,313.3923473,343.342345512,29.949998212000025,Health activity,1,1,"[{""label"":""Using TV"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,True
aea,loc2_script1_seq1_rec1,343.392347637,373.342348012,29.950000375000002,Health activity,1,1,"[{""label"":""Using TV"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc2_script1_seq1_rec1,373.392346475,397.642347887,24.250001412000017,Health activity,1,1,"[{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:25"",""start"":""00:00""}]},{""label"":""Using TV"",""segments"":[{""end"":""00:25"",""start"":""00:00""}]}]",2,3,False
aea,loc2_script1_seq2_rec1,492.40198475,522.351981325,29.949996575,Watch TV,1,2,"[{""label"":""Using TV"",""segments"":[{""end"":""00:30"",""start"":""00:02""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:23""}]}]",2,3,False
aea,loc2_script1_seq2_rec1,522.40198345,552.351982875,29.949999424999987,Watch TV,1,2,"[{""label"":""Using TV"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:15"",""start"":""00:00""}]}]",2,3,True
aea,loc2_script1_seq2_rec1,552.401981325,582.351984662,29.950003337,Watch TV,1,2,"[{""label"":""Using TV"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:19"",""start"":""00:11""}]}]",2,3,False
aea,loc2_script1_seq2_rec1,582.401983075,612.351984037,29.95000096199999,Watch TV,1,2,"[{""label"":""Using TV"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:10"",""start"":""00:05""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:25"",""start"":""00:19""}]}]",3,3,False
aea,loc2_script1_seq2_rec1,612.4019862,642.351987075,29.950000875,Watch TV,1,2,"[{""label"":""Using TV"",""segments"":[{""end"":""00:27"",""start"":""00:00""}]}]",1,3,False
aea,loc2_script1_seq2_rec1,642.401981575,653.901989662,11.50000808699997,Watch TV,1,2,"[{""label"":""Using TV"",""segments"":[{""end"":""00:13"",""start"":""00:00""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:13"",""start"":""00:06""}]}]",2,3,False
aea,loc2_script1_seq3_rec1,706.355709,736.305714787,29.95000578700001,Clean the place,1,3,"[{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:15"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:12"",""start"":""00:00""}]},{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:30"",""start"":""00:24""}]}]",3,3,False
aea,loc2_script1_seq3_rec1,736.355704625,766.305708625,29.95000399999992,Clean the place,1,3,"[{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc2_script1_seq3_rec1,766.355711337,796.305706212,29.949994875000016,Clean the place,1,3,"[{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc2_script1_seq3_rec1,796.355712625,826.305717212,29.950004586999967,Clean the place,1,3,"[{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:30"",""start"":""00:17""}]}]",1,3,False
aea,loc2_script1_seq3_rec1,826.3557085,856.305706462,29.949997961999998,Clean the place,1,3,"[{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc2_script1_seq3_rec1,856.355711962,886.305714125,29.950002163000022,Clean the place,1,3,"[{""label"":""Walking"",""segments"":[{""end"":""00:06"",""start"":""00:00""}]},{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:30"",""start"":""00:06""}]}]",2,3,False
aea,loc2_script1_seq3_rec1,886.355579662,916.305743337,29.950163675,Clean the place,1,3,"[{""label"":""Walking"",""segments"":[{""end"":""00:07"",""start"":""00:00""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:29"",""start"":""00:18""}]}]",2,3,False
aea,loc2_script1_seq3_rec1,916.355704537,920.205705962,3.850001425000073,Clean the place,1,3,"[{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:04"",""start"":""00:00""}]}]",1,3,False
aea,loc2_script1_seq4_rec1,954.3557746,984.305774937,29.950000337000006,Room Decoration,1,4,"[{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:05"",""start"":""00:00""}]}]",1,3,False
aea,loc2_script1_seq4_rec1,984.35577335,1014.305774725,29.950001374999943,Room Decoration,1,4,[],0,3,False
aea,loc2_script1_seq4_rec1,1014.355773187,1044.305772012,29.94999882500008,Room Decoration,1,4,[],0,3,False
aea,loc2_script1_seq4_rec1,1044.3557791,1074.305778312,29.949999211999966,Room Decoration,1,4,[],0,3,False
aea,loc2_script1_seq4_rec1,1074.355771437,1104.305767137,29.949995700000045,Room Decoration,1,4,"[{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,2,True
aea,loc2_script1_seq4_rec1,1104.3557746,1134.305769637,29.949995037000008,Room Decoration,1,4,[],0,3,False
aea,loc2_script1_seq4_rec1,1134.355780225,1164.305776937,29.94999671200003,Room Decoration,1,4,[],0,3,False
aea,loc2_script1_seq4_rec1,1164.355774387,1194.305775312,29.950000924999813,Room Decoration,1,4,[],0,3,False
aea,loc2_script1_seq4_rec1,1194.355776312,1224.305769187,29.949992874999907,Room Decoration,1,4,[],0,3,False
aea,loc2_script1_seq4_rec1,1224.3557676,1252.955772312,28.600004711999873,Room Decoration,1,4,"[{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:29"",""start"":""00:23""}]}]",1,3,False
aea,loc2_script1_seq5_rec1,1273.35755595,1303.307641,29.950085050000098,Video game break,1,5,"[{""label"":""Using TV"",""segments"":[{""end"":""00:23"",""start"":""00:08""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:29"",""start"":""00:24""}]}]",2,3,False
aea,loc2_script1_seq5_rec1,1303.357554787,1333.307560537,29.950005749999946,Video game break,1,5,"[{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Video Games"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",2,3,False
aea,loc2_script1_seq5_rec1,1333.357562162,1363.307553325,29.94999116300005,Video game break,1,5,"[{""label"":""Video Games"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Using TV"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",3,3,False
aea,loc2_script1_seq5_rec1,1363.357555487,1393.307553125,29.949997638000013,Video game break,1,5,"[{""label"":""Video Games"",""segments"":[{""end"":""00:18"",""start"":""00:00""},{""end"":""00:30"",""start"":""00:23""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:12"",""start"":""00:08""}]}]",3,3,False
aea,loc2_script1_seq5_rec1,1393.357551537,1423.307558625,29.950007087999893,Video game break,1,5,"[{""label"":""Video Games"",""segments"":[{""end"":""00:18"",""start"":""00:00""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:18"",""start"":""00:00""},{""end"":""00:30"",""start"":""00:20""}]}]",2,3,False
aea,loc2_script1_seq5_rec1,1423.357555875,1430.507552737,7.14999686200008,Video game break,1,5,"[{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:07"",""start"":""00:00""}]},{""label"":""Using TV"",""segments"":[{""end"":""00:07"",""start"":""00:00""}]}]",2,3,False
aea,loc2_script1_seq6_rec1,1489.356166737,1519.306166937,29.950000199999977,Food and accomodations,1,6,"[{""label"":""Walking"",""segments"":[{""end"":""00:15"",""start"":""00:01""}]},{""label"":""Searching for Objects"",""segments"":[{""end"":""00:30"",""start"":""00:15""}]}]",2,3,False
aea,loc2_script1_seq6_rec1,1519.3561654,1549.3061759,29.950010499999962,Food and accomodations,1,6,"[{""label"":""Searching for Objects"",""segments"":[{""end"":""00:21"",""start"":""00:00""}]}]",1,3,False
aea,loc2_script1_seq6_rec1,1549.356176275,1579.306169487,29.94999321199998,Food and accomodations,1,6,"[{""label"":""Food Preparation"",""segments"":[{""end"":""00:16"",""start"":""00:00""}]}]",1,3,False
aea,loc2_script1_seq6_rec1,1579.356168687,1609.306162237,29.949993550000045,Food and accomodations,1,6,"[{""label"":""Walking"",""segments"":[{""end"":""00:10"",""start"":""00:03""},{""end"":""00:25"",""start"":""00:16""}]}]",1,3,False
aea,loc2_script1_seq6_rec1,1609.356144812,1639.306168525,29.950023713000064,Food and accomodations,1,6,"[{""label"":""Walking"",""segments"":[{""end"":""00:19"",""start"":""00:09""},{""end"":""00:29"",""start"":""00:24""}]}]",1,3,False
aea,loc2_script1_seq6_rec1,1639.356160437,1669.306171187,29.950010750000047,Food and accomodations,1,6,"[{""label"":""Food Preparation"",""segments"":[{""end"":""00:29"",""start"":""00:00""}]}]",1,3,False
aea,loc2_script1_seq6_rec1,1669.35617615,1688.756168062,19.399991911999905,Food and accomodations,1,6,"[{""label"":""Walking"",""segments"":[{""end"":""00:10"",""start"":""00:00""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:20"",""start"":""00:16""}]}]",2,3,False
aea,loc2_script1_seq7_rec1,1706.481298875,1736.431298125,29.94999925000002,Read and wait,1,7,"[{""label"":""Reading"",""segments"":[{""end"":""00:30"",""start"":""00:15""}]}]",1,3,True
aea,loc2_script1_seq7_rec1,1736.48130025,1766.431297075,29.94999682499997,Read and wait,1,7,"[{""label"":""Reading"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:23""}]}]",2,3,True
aea,loc2_script1_seq7_rec1,1766.481295537,1796.4313052,29.950009662999946,Read and wait,1,7,"[{""label"":""Reading"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc2_script1_seq7_rec1,1796.48129595,1813.981303125,17.500007175000064,Read and wait,1,7,"[{""label"":""Reading"",""segments"":[{""end"":""00:04"",""start"":""00:00""}]},{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:18"",""start"":""00:08""}]}]",2,3,False
aea,loc2_script2_seq1_rec1,120.523466862,150.473464525,29.94999766299999,Friends arrives at home,2,1,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:06""}]}]",1,3,False
aea,loc2_script2_seq1_rec1,150.5234667,180.473462275,29.949995575000003,Friends arrives at home,2,1,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:22"",""start"":""00:00""}]}]",1,3,False
aea,loc2_script2_seq1_rec1,180.5234607,210.473465487,29.95000478700001,Friends arrives at home,2,1,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:16""}]}]",1,3,False
aea,loc2_script2_seq1_rec1,210.523465112,240.473466825,29.950001713000006,Friends arrives at home,2,1,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:31"",""start"":""00:00""}]}]",1,3,False
aea,loc2_script2_seq1_rec1,240.523468987,254.823466025,14.299997037999987,Friends arrives at home,2,1,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:15"",""start"":""00:00""}]},{""label"":""Drinking"",""segments"":[{""end"":""00:09"",""start"":""00:04""}]}]",2,3,True
aea,loc2_script2_seq1_rec2,1775.405462,1805.355457162,29.94999516200005,Friends arrives at home,2,1,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:04""}]}]",1,3,False
aea,loc2_script2_seq1_rec2,1805.405466575,1835.3554602,29.949993624999934,Friends arrives at home,2,1,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:21"",""start"":""00:00""}]},{""label"":""Walking"",""segments"":[{""end"":""00:21"",""start"":""00:07""}]}]",2,3,False
aea,loc2_script2_seq1_rec2,1835.40546525,1865.355464625,29.94999937500006,Friends arrives at home,2,1,"[{""label"":""Walking"",""segments"":[{""end"":""00:13"",""start"":""00:03""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:09""}]}]",2,3,False
aea,loc2_script2_seq1_rec2,1865.405463075,1895.35542,29.94995692500015,Friends arrives at home,2,1,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,True
aea,loc2_script2_seq1_rec2,1895.405463325,1909.255465325,13.850001999999904,Friends arrives at home,2,1,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:15"",""start"":""00:00""}]}]",1,3,False
aea,loc2_script2_seq2_rec1,397.403576337,427.353576175,29.949999837999997,The home tour,2,2,"[{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:05"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Walking"",""segments"":[{""end"":""00:30"",""start"":""00:13""}]}]",3,3,False
aea,loc2_script2_seq2_rec1,427.403578087,457.35357905,29.95000096299998,The home tour,2,2,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:29"",""start"":""00:00""}]},{""label"":""Walking"",""segments"":[{""end"":""00:29"",""start"":""00:16""}]}]",2,3,False
aea,loc2_script2_seq2_rec1,457.403572387,487.353573962,29.950001574999987,The home tour,2,2,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Walking"",""segments"":[{""end"":""00:13"",""start"":""00:07""},{""end"":""00:26"",""start"":""00:18""}]}]",2,3,False
aea,loc2_script2_seq2_rec1,487.403572387,503.803577012,16.400004625000008,The home tour,2,2,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:16"",""start"":""00:00""}]},{""label"":""Walking"",""segments"":[{""end"":""00:12"",""start"":""00:01""}]}]",2,3,False
aea,loc2_script2_seq2_rec2,2051.405135387,2081.355171762,29.950036374999854,The home tour,2,2,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Walking"",""segments"":[{""end"":""00:29"",""start"":""00:08""}]}]",2,3,False
aea,loc2_script2_seq2_rec2,2081.405136687,2111.355133887,29.949997200000325,The home tour,2,2,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:08""}]}]",1,3,False
aea,loc2_script2_seq2_rec2,2111.40513235,2141.355134937,29.9500025870002,The home tour,2,2,"[{""label"":""Walking"",""segments"":[{""end"":""00:26"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",2,3,False
aea,loc2_script2_seq2_rec2,2141.40513335,2157.605135387,16.20000203699965,The home tour,2,2,"[{""label"":""Walking"",""segments"":[{""end"":""00:09"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:16"",""start"":""00:00""}]}]",2,3,False
aea,loc2_script2_seq3_rec1,2679.406702612,2709.356709325,29.950006712999766,Caffeination,2,3,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Drink Preparation"",""segments"":[{""end"":""00:18"",""start"":""00:06""}]}]",2,3,True
aea,loc2_script2_seq3_rec1,2709.406706075,2739.356700237,29.949994162000166,Caffeination,2,3,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",1,3,False
aea,loc2_script2_seq3_rec1,2739.40670145,2759.7067129,20.300011450000056,Caffeination,2,3,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:21"",""start"":""00:00""}]}]",1,3,True
aea,loc2_script2_seq3_rec2,998.553781862,1028.503779487,29.949997624999924,Caffeination,2,3,"[{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:04"",""start"":""00:00""}]},{""label"":""Walking"",""segments"":[{""end"":""00:24"",""start"":""00:04""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:06"",""start"":""00:01""},{""end"":""00:30"",""start"":""00:17""}]}]",3,3,False
aea,loc2_script2_seq3_rec2,1028.553788362,1058.503777787,29.949989425000012,Caffeination,2,3,"[{""label"":""Walking"",""segments"":[{""end"":""00:09"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Drinking"",""segments"":[{""end"":""00:29"",""start"":""00:22""}]}]",3,3,False
aea,loc2_script2_seq3_rec2,1058.553782287,1078.153793112,19.6000108249998,Caffeination,2,3,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:20"",""start"":""00:00""}]}]",1,3,True
aea,loc2_script2_seq4_rec1,1117.406040537,1147.35603925,29.949998713000014,Grab cream sugar and snacks,2,4,"[{""label"":""Using Phone / Tablet"",""segments"":[{""end"":""00:05"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:24"",""start"":""00:03""}]}]",2,3,False
aea,loc2_script2_seq4_rec1,1147.406041375,1177.356044825,29.95000344999994,Grab cream sugar and snacks,2,4,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Drink Preparation"",""segments"":[{""end"":""00:30"",""start"":""00:17""}]}]",2,3,False
aea,loc2_script2_seq4_rec1,1177.40603975,1207.356045575,29.950005825000062,Grab cream sugar and snacks,2,4,"[{""label"":""Eating"",""segments"":[{""end"":""00:06"",""start"":""00:00""},{""end"":""00:26"",""start"":""00:17""}]},{""label"":""Drink Preparation"",""segments"":[{""end"":""00:18"",""start"":""00:10""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",3,3,False
aea,loc2_script2_seq4_rec1,1207.406047075,1219.406037625,11.999990549999893,Grab cream sugar and snacks,2,4,"[{""label"":""Drink Preparation"",""segments"":[{""end"":""00:05"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:13"",""start"":""00:04""}]}]",2,3,False
aea,loc2_script2_seq4_rec2,2786.403380075,2816.353377325,29.94999725000025,Grab cream sugar and snacks,2,4,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Walking"",""segments"":[{""end"":""00:21"",""start"":""00:14""}]}]",2,3,False
aea,loc2_script2_seq4_rec2,2816.4033817,2846.353378325,29.94999662500004,Grab cream sugar and snacks,2,4,"[{""label"":""Walking"",""segments"":[{""end"":""00:09"",""start"":""00:00""},{""end"":""00:26"",""start"":""00:20""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Searching for Objects"",""segments"":[{""end"":""00:30"",""start"":""00:26""}]}]",3,3,False
aea,loc2_script2_seq4_rec2,2846.403376737,2876.352776737,29.94939999999997,Grab cream sugar and snacks,2,4,"[{""label"":""Drink Preparation"",""segments"":[{""end"":""00:29"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:29"",""start"":""00:00""}]}]",2,3,False
aea,loc2_script2_seq4_rec2,2876.403381737,2886.303383575,9.900001838000207,Grab cream sugar and snacks,2,4,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:10"",""start"":""00:02""}]}]",1,3,False
aea,loc2_script2_seq5_rec1,1296.4076943,1326.357698012,29.950003711999898,Play a board game,2,5,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:23"",""start"":""00:01""}]},{""label"":""Eating"",""segments"":[{""end"":""00:27"",""start"":""00:23""}]}]",2,3,False
aea,loc2_script2_seq5_rec1,1326.407702887,1356.3577053,29.950002412999993,Play a board game,2,5,"[{""label"":""Tabletop Games"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Eating"",""segments"":[{""end"":""00:05"",""start"":""00:00""},{""end"":""00:30"",""start"":""00:11""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",3,3,False
aea,loc2_script2_seq5_rec1,1356.407698425,1386.357703762,29.950005336999993,Play a board game,2,5,"[{""label"":""Eating"",""segments"":[{""end"":""00:08"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Tabletop Games"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",3,3,False
aea,loc2_script2_seq5_rec1,1386.407702175,1416.35769405,29.949991875000023,Play a board game,2,5,"[{""label"":""Tabletop Games"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Eating"",""segments"":[{""end"":""00:30"",""start"":""00:04""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:27"",""start"":""00:05""}]}]",3,3,False
aea,loc2_script2_seq5_rec1,1416.407699712,1446.357700387,29.950000674999956,Play a board game,2,5,"[{""label"":""Tabletop Games"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Eating"",""segments"":[{""end"":""00:05"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:04""}]}]",3,3,False
aea,loc2_script2_seq5_rec1,1446.407691337,1476.357695262,29.950003925000146,Play a board game,2,5,"[{""label"":""Tabletop Games"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:24""}]}]",2,3,False
aea,loc2_script2_seq5_rec1,1476.407703925,1506.357688675,29.949984749999885,Play a board game,2,5,"[{""label"":""Tabletop Games"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Eating"",""segments"":[{""end"":""00:10"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:20"",""start"":""00:08""}]}]",3,3,True
aea,loc2_script2_seq5_rec1,1506.407687137,1536.357697337,29.95001019999995,Play a board game,2,5,"[{""label"":""Tabletop Games"",""segments"":[{""end"":""00:29"",""start"":""00:00""}]},{""label"":""Eating"",""segments"":[{""end"":""00:29"",""start"":""00:11""}]}]",2,3,False
aea,loc2_script2_seq5_rec1,1536.407698137,1552.2076978,15.799999663000108,Play a board game,2,5,"[{""label"":""Tabletop Games"",""segments"":[{""end"":""00:15"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:15"",""start"":""00:08""}]}]",2,3,False
aea,loc2_script2_seq5_rec2,2974.84619335,3004.796189312,29.94999596200023,Play a board game,2,5,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:09"",""start"":""00:03""},{""end"":""00:22"",""start"":""00:18""}]},{""label"":""Tabletop Games"",""segments"":[{""end"":""00:30"",""start"":""00:06""}]}]",2,3,False
aea,loc2_script2_seq5_rec2,3004.846191475,3034.796191225,29.949999749999733,Play a board game,2,5,"[{""label"":""Tabletop Games"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",2,3,False
aea,loc2_script2_seq5_rec2,3034.84619335,3064.796195512,29.950002162000146,Play a board game,2,5,"[{""label"":""Tabletop Games"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]}]",2,3,False
aea,loc2_script2_seq5_rec2,3064.846193937,3094.796194437,29.950000499999987,Play a board game,2,5,"[{""label"":""Tabletop Games"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:06""}]}]",2,3,True
aea,loc2_script2_seq5_rec2,3094.846197975,3124.796194637,29.949996662000103,Play a board game,2,5,"[{""label"":""Tabletop Games"",""segments"":[{""end"":""00:29"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:29"",""start"":""00:00""}]}]",2,3,False
aea,loc2_script2_seq5_rec2,3124.846196812,3154.796188975,29.949992162999933,Play a board game,2,5,"[{""label"":""Tabletop Games"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:30"",""start"":""00:24""}]}]",2,3,False
aea,loc2_script2_seq5_rec2,3154.846191762,3184.79619085,29.949999087999913,Play a board game,2,5,"[{""label"":""Tabletop Games"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:04"",""start"":""00:00""},{""end"":""00:21"",""start"":""00:10""}]}]",2,3,False
aea,loc2_script2_seq5_rec2,3184.846193012,3214.796221387,29.950028374999874,Play a board game,2,5,"[{""label"":""Tabletop Games"",""segments"":[{""end"":""00:30"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:28"",""start"":""00:09""}]}]",2,3,False
aea,loc2_script2_seq5_rec2,3214.8461961,3231.546198187,16.70000208700003,Play a board game,2,5,"[{""label"":""Tabletop Games"",""segments"":[{""end"":""00:17"",""start"":""00:00""}]},{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:17"",""start"":""00:08""}]}]",2,3,False
aea,loc2_script2_seq6_rec1,1736.55564635,1766.505651012,29.950004662000083,Clean a spill,2,6,"[{""label"":""Talking / Conversing"",""segments"":[{""end"":""00:05"",""start"":""00:01""},{""end"":""00:19"",""start"":""00:14""}]},{""label"":""Tabletop Games"",""segments"":[{""end"":""00:15"",""start"":""00:05""},{""end"":""00:30"",""start"":""00:24""}]},{""label"":""Cleaning / Tidying"",""segments"":[{""end"":""00:25"",""start"":""00:20""}]}]",3,3,False
